"","V1","V2"
"50736",1466,1574
"50737",1466,1591
"50738",1466,1597
"50739",1466,1607
"50740",1466,1613
"50741",1466,1619
"50742",1466,1626
"50743",1466,1629
"50744",1466,1653
"50745",1466,1654
"50746",1466,1657
"50747",1466,1667
"50748",1466,1671
"50749",1466,1672
"50750",1466,1674
"50751",1466,1683
"50752",1466,1696
"50753",1466,1698
"50754",1466,1699
"50755",1466,1701
"50756",1466,1713
"50757",1466,1715
"50758",1466,1716
"50759",1466,1719
"50760",1466,1720
"50761",1466,1744
"50762",1466,1754
"50763",1466,1755
"50764",1466,1759
"50765",1466,1761
"50766",1466,1764
"50767",1466,1768
"50768",1466,1771
"50769",1466,1779
"50770",1466,1787
"50771",1466,1790
"50772",1466,1791
"50773",1466,1792
"50774",1467,1404
"50775",1467,1414
"50776",1467,1415
"50777",1467,1416
"50778",1467,1420
"50779",1467,1432
"50780",1467,1434
"50781",1467,1442
"50782",1467,1446
"50783",1467,1454
"50784",1467,1464
"50785",1467,1469
"50786",1467,1470
"50787",1467,1475
"50788",1467,1477
"50789",1467,1489
"50790",1467,1491
"50791",1467,1494
"50792",1467,1499
"50793",1467,1500
"50794",1467,1501
"50795",1467,1512
"50796",1467,1515
"50797",1467,1518
"50798",1467,1522
"50799",1467,1526
"50800",1467,1539
"50801",1467,1540
"50802",1467,1542
"50803",1467,1543
"50804",1467,1545
"50805",1467,1548
"50806",1467,1563
"50807",1467,1567
"50808",1467,1575
"50809",1467,1580
"50810",1467,1584
"50811",1467,1594
"50812",1467,1595
"50813",1467,1606
"50814",1467,1609
"50815",1467,1612
"50816",1467,1631
"50817",1467,1634
"50818",1467,1640
"50819",1467,1648
"50820",1467,1655
"50821",1467,1659
"50822",1467,1663
"50823",1467,1667
"50824",1467,1671
"50825",1467,1672
"50826",1467,1675
"50827",1467,1677
"50828",1467,1680
"50829",1467,1685
"50830",1467,1687
"50831",1467,1713
"50832",1467,1715
"50833",1467,1718
"50834",1467,1724
"50835",1467,1725
"50836",1467,1727
"50837",1467,1735
"50838",1467,1736
"50839",1467,1740
"50840",1467,1742
"50841",1467,1746
"50842",1467,1747
"50843",1467,1753
"50844",1467,1754
"50845",1467,1755
"50846",1467,1758
"50847",1467,1774
"50848",1467,1775
"50849",1467,1776
"50850",1467,1778
"50851",1467,1783
"50852",1467,1785
"50853",1467,1787
"50854",1467,1799
"50855",1468,1406
"50856",1468,1428
"50857",1468,1437
"50858",1468,1442
"50859",1468,1446
"50860",1468,1448
"50861",1468,1451
"50862",1468,1452
"50863",1468,1464
"50864",1468,1466
"50865",1468,1469
"50866",1468,1470
"50867",1468,1477
"50868",1468,1497
"50869",1468,1501
"50870",1468,1505
"50871",1468,1516
"50872",1468,1523
"50873",1468,1531
"50874",1468,1532
"50875",1468,1533
"50876",1468,1547
"50877",1468,1551
"50878",1468,1554
"50879",1468,1564
"50880",1468,1565
"50881",1468,1566
"50882",1468,1568
"50883",1468,1574
"50884",1468,1581
"50885",1468,1589
"50886",1468,1591
"50887",1468,1592
"50888",1468,1594
"50889",1468,1595
"50890",1468,1600
"50891",1468,1620
"50892",1468,1622
"50893",1468,1624
"50894",1468,1625
"50895",1468,1630
"50896",1468,1635
"50897",1468,1649
"50898",1468,1653
"50899",1468,1660
"50900",1468,1664
"50901",1468,1665
"50902",1468,1670
"50903",1468,1671
"50904",1468,1672
"50905",1468,1675
"50906",1468,1677
"50907",1468,1680
"50908",1468,1683
"50909",1468,1685
"50910",1468,1691
"50911",1468,1695
"50912",1468,1700
"50913",1468,1714
"50914",1468,1723
"50915",1468,1733
"50916",1468,1734
"50917",1468,1736
"50918",1468,1741
"50919",1468,1743
"50920",1468,1753
"50921",1468,1755
"50922",1468,1756
"50923",1468,1758
"50924",1468,1766
"50925",1468,1769
"50926",1468,1778
"50927",1468,1781
"50928",1468,1786
"50929",1469,1402
"50930",1469,1404
"50931",1469,1408
"50932",1469,1425
"50933",1469,1446
"50934",1469,1448
"50935",1469,1450
"50936",1469,1451
"50937",1469,1454
"50938",1469,1455
"50939",1469,1458
"50940",1469,1462
"50941",1469,1464
"50942",1469,1465
"50943",1469,1466
"50944",1469,1467
"50945",1469,1468
"50946",1469,1470
"50947",1469,1478
"50948",1469,1482
"50949",1469,1490
"50950",1469,1495
"50951",1469,1509
"50952",1469,1510
"50953",1469,1514
"50954",1469,1517
"50955",1469,1521
"50956",1469,1522
"50957",1469,1526
"50958",1469,1529
"50959",1469,1534
"50960",1469,1537
"50961",1469,1542
"50962",1469,1551
"50963",1469,1556
"50964",1469,1558
"50965",1469,1559
"50966",1469,1565
"50967",1469,1567
"50968",1469,1576
"50969",1469,1577
"50970",1469,1581
"50971",1469,1589
"50972",1469,1590
"50973",1469,1592
"50974",1469,1611
"50975",1469,1613
"50976",1469,1614
"50977",1469,1628
"50978",1469,1630
"50979",1469,1637
"50980",1469,1639
"50981",1469,1641
"50982",1469,1643
"50983",1469,1650
"50984",1469,1651
"50985",1469,1658
"50986",1469,1660
"50987",1469,1665
"50988",1469,1668
"50989",1469,1674
"50990",1469,1675
"50991",1469,1679
"50992",1469,1696
"50993",1469,1698
"50994",1469,1699
"50995",1469,1710
"50996",1469,1719
"50997",1469,1727
"50998",1469,1729
"50999",1469,1744
"51000",1469,1750
"51001",1469,1753
"51002",1469,1766
"51003",1469,1767
"51004",1469,1772
"51005",1469,1773
"51006",1469,1782
"51007",1469,1790
"51008",1469,1794
"51009",1469,1796
"51010",1470,388
"51011",1470,1008
"51012",1470,1401
"51013",1470,1404
"51014",1470,1408
"51015",1470,1417
"51016",1470,1426
"51017",1470,1430
"51018",1470,1434
"51019",1470,1436
"51020",1470,1437
"51021",1470,1438
"51022",1470,1442
"51023",1470,1443
"51024",1470,1457
"51025",1470,1464
"51026",1470,1467
"51027",1470,1468
"51028",1470,1469
"51029",1470,1480
"51030",1470,1481
"51031",1470,1486
"51032",1470,1494
"51033",1470,1505
"51034",1470,1516
"51035",1470,1517
"51036",1470,1526
"51037",1470,1533
"51038",1470,1537
"51039",1470,1541
"51040",1470,1542
"51041",1470,1550
"51042",1470,1552
"51043",1470,1553
"51044",1470,1555
"51045",1470,1560
"51046",1470,1561
"51047",1470,1568
"51048",1470,1581
"51049",1470,1582
"51050",1470,1583
"51051",1470,1598
"51052",1470,1603
"51053",1470,1608
"51054",1470,1614
"51055",1470,1616
"51056",1470,1621
"51057",1470,1623
"51058",1470,1627
"51059",1470,1633
"51060",1470,1635
"51061",1470,1640
"51062",1470,1641
"51063",1470,1644
"51064",1470,1653
"51065",1470,1665
"51066",1470,1666
"51067",1470,1669
"51068",1470,1672
"51069",1470,1677
"51070",1470,1679
"51071",1470,1685
"51072",1470,1687
"51073",1470,1696
"51074",1470,1700
"51075",1470,1710
"51076",1470,1713
"51077",1470,1714
"51078",1470,1717
"51079",1470,1722
"51080",1470,1723
"51081",1470,1728
"51082",1470,1729
"51083",1470,1730
"51084",1470,1745
"51085",1470,1747
"51086",1470,1753
"51087",1470,1755
"51088",1470,1756
"51089",1470,1759
"51090",1470,1761
"51091",1470,1766
"51092",1470,1769
"51093",1470,1774
"51094",1470,1777
"51095",1470,1781
"51096",1470,1782
"51097",1470,1783
"51098",1470,1797
"51099",1470,1798
"51100",1471,1402
"51101",1471,1403
"51102",1471,1404
"51103",1471,1406
"51104",1471,1410
"51105",1471,1412
"51106",1471,1415
"51107",1471,1418
"51108",1471,1419
"51109",1471,1426
"51110",1471,1428
"51111",1471,1437
"51112",1471,1452
"51113",1471,1454
"51114",1471,1455
"51115",1471,1457
"51116",1471,1458
"51117",1471,1466
"51118",1471,1474
"51119",1471,1483
"51120",1471,1487
"51121",1471,1489
"51122",1471,1494
"51123",1471,1496
"51124",1471,1500
"51125",1471,1503
"51126",1471,1505
"51127",1471,1512
"51128",1471,1519
"51129",1471,1526
"51130",1471,1532
"51131",1471,1533
"51132",1471,1538
"51133",1471,1539
"51134",1471,1550
"51135",1471,1551
"51136",1471,1555
"51137",1471,1556
"51138",1471,1560
"51139",1471,1564
"51140",1471,1569
"51141",1471,1580
"51142",1471,1582
"51143",1471,1592
"51144",1471,1598
"51145",1471,1601
"51146",1471,1608
"51147",1471,1611
"51148",1471,1613
"51149",1471,1621
"51150",1471,1627
"51151",1471,1628
"51152",1471,1634
"51153",1471,1635
"51154",1471,1636
"51155",1471,1642
"51156",1471,1644
"51157",1471,1651
"51158",1471,1656
"51159",1471,1665
"51160",1471,1667
"51161",1471,1672
"51162",1471,1673
"51163",1471,1679
"51164",1471,1683
"51165",1471,1685
"51166",1471,1688
"51167",1471,1699
"51168",1471,1707
"51169",1471,1710
"51170",1471,1716
"51171",1471,1723
"51172",1471,1729
"51173",1471,1742
"51174",1471,1753
"51175",1471,1755
"51176",1471,1758
"51177",1471,1759
"51178",1471,1772
"51179",1471,1776
"51180",1471,1778
"51181",1471,1781
"51182",1471,1783
"51183",1471,1786
"51184",1471,1796
"51185",1471,1800
"51186",1472,1401
"51187",1472,1406
"51188",1472,1418
"51189",1472,1420
"51190",1472,1424
"51191",1472,1425
"51192",1472,1429
"51193",1472,1441
"51194",1472,1443
"51195",1472,1461
"51196",1472,1465
"51197",1472,1475
"51198",1472,1479
"51199",1472,1483
"51200",1472,1484
"51201",1472,1490
"51202",1472,1495
"51203",1472,1502
"51204",1472,1509
"51205",1472,1510
"51206",1472,1519
"51207",1472,1521
"51208",1472,1522
"51209",1472,1525
"51210",1472,1526
"51211",1472,1527
"51212",1472,1529
"51213",1472,1538
"51214",1472,1541
"51215",1472,1545
"51216",1472,1553
"51217",1472,1556
"51218",1472,1561
"51219",1472,1573
"51220",1472,1579
"51221",1472,1590
"51222",1472,1604
"51223",1472,1606
"51224",1472,1608
"51225",1472,1613
"51226",1472,1626
"51227",1472,1630
"51228",1472,1631
"51229",1472,1633
"51230",1472,1637
"51231",1472,1638
"51232",1472,1645
"51233",1472,1655
"51234",1472,1657
"51235",1472,1663
"51236",1472,1670
"51237",1472,1675
"51238",1472,1676
"51239",1472,1677
"51240",1472,1678
"51241",1472,1683
"51242",1472,1685
"51243",1472,1686
"51244",1472,1697
"51245",1472,1701
"51246",1472,1707
"51247",1472,1713
"51248",1472,1714
"51249",1472,1722
"51250",1472,1728
"51251",1472,1738
"51252",1472,1739
"51253",1472,1741
"51254",1472,1743
"51255",1472,1745
"51256",1472,1747
"51257",1472,1751
"51258",1472,1756
"51259",1472,1762
"51260",1472,1768
"51261",1472,1770
"51262",1472,1774
"51263",1472,1779
"51264",1472,1784
"51265",1472,1786
"51266",1472,1789
"51267",1472,1799
"51268",1473,1420
"51269",1473,1429
"51270",1473,1431
"51271",1473,1437
"51272",1473,1445
"51273",1473,1451
"51274",1473,1455
"51275",1473,1458
"51276",1473,1464
"51277",1473,1485
"51278",1473,1488
"51279",1473,1490
"51280",1473,1496
"51281",1473,1504
"51282",1473,1505
"51283",1473,1508
"51284",1473,1515
"51285",1473,1522
"51286",1473,1526
"51287",1473,1533
"51288",1473,1535
"51289",1473,1536
"51290",1473,1540
"51291",1473,1547
"51292",1473,1550
"51293",1473,1554
"51294",1473,1566
"51295",1473,1568
"51296",1473,1572
"51297",1473,1584
"51298",1473,1585
"51299",1473,1586
"51300",1473,1590
"51301",1473,1592
"51302",1473,1593
"51303",1473,1594
"51304",1473,1602
"51305",1473,1607
"51306",1473,1611
"51307",1473,1614
"51308",1473,1629
"51309",1473,1631
"51310",1473,1643
"51311",1473,1644
"51312",1473,1648
"51313",1473,1649
"51314",1473,1653
"51315",1473,1659
"51316",1473,1662
"51317",1473,1668
"51318",1473,1672
"51319",1473,1674
"51320",1473,1676
"51321",1473,1678
"51322",1473,1681
"51323",1473,1682
"51324",1473,1685
"51325",1473,1686
"51326",1473,1689
"51327",1473,1698
"51328",1473,1700
"51329",1473,1707
"51330",1473,1712
"51331",1473,1718
"51332",1473,1721
"51333",1473,1724
"51334",1473,1732
"51335",1473,1733
"51336",1473,1738
"51337",1473,1741
"51338",1473,1742
"51339",1473,1752
"51340",1473,1754
"51341",1473,1756
"51342",1473,1764
"51343",1473,1765
"51344",1473,1779
"51345",1473,1790
"51346",1473,1793
"51347",1473,1799
"51348",1474,1406
"51349",1474,1409
"51350",1474,1410
"51351",1474,1414
"51352",1474,1427
"51353",1474,1432
"51354",1474,1436
"51355",1474,1438
"51356",1474,1451
"51357",1474,1452
"51358",1474,1455
"51359",1474,1457
"51360",1474,1464
"51361",1474,1471
"51362",1474,1489
"51363",1474,1490
"51364",1474,1494
"51365",1474,1504
"51366",1474,1505
"51367",1474,1513
"51368",1474,1516
"51369",1474,1521
"51370",1474,1533
"51371",1474,1539
"51372",1474,1552
"51373",1474,1555
"51374",1474,1556
"51375",1474,1558
"51376",1474,1560
"51377",1474,1562
"51378",1474,1564
"51379",1474,1567
"51380",1474,1572
"51381",1474,1575
"51382",1474,1580
"51383",1474,1585
"51384",1474,1597
"51385",1474,1601
"51386",1474,1605
"51387",1474,1619
"51388",1474,1622
"51389",1474,1624
"51390",1474,1625
"51391",1474,1631
"51392",1474,1634
"51393",1474,1637
"51394",1474,1642
"51395",1474,1646
"51396",1474,1648
"51397",1474,1649
"51398",1474,1653
"51399",1474,1656
"51400",1474,1657
"51401",1474,1659
"51402",1474,1662
"51403",1474,1673
"51404",1474,1674
"51405",1474,1683
"51406",1474,1685
"51407",1474,1692
"51408",1474,1697
"51409",1474,1714
"51410",1474,1715
"51411",1474,1716
"51412",1474,1719
"51413",1474,1729
"51414",1474,1731
"51415",1474,1733
"51416",1474,1739
"51417",1474,1742
"51418",1474,1746
"51419",1474,1756
"51420",1474,1757
"51421",1474,1770
"51422",1474,1774
"51423",1474,1777
"51424",1474,1783
"51425",1474,1788
"51426",1474,1789
"51427",1474,1790
"51428",1474,1791
"51429",1474,1793
"51430",1474,1798
"51431",1474,1800
"51432",1475,1403
"51433",1475,1405
"51434",1475,1420
"51435",1475,1425
"51436",1475,1436
"51437",1475,1437
"51438",1475,1440
"51439",1475,1449
"51440",1475,1466
"51441",1475,1467
"51442",1475,1472
"51443",1475,1479
"51444",1475,1482
"51445",1475,1494
"51446",1475,1495
"51447",1475,1497
"51448",1475,1511
"51449",1475,1515
"51450",1475,1525
"51451",1475,1529
"51452",1475,1533
"51453",1475,1536
"51454",1475,1542
"51455",1475,1567
"51456",1475,1571
"51457",1475,1572
"51458",1475,1574
"51459",1475,1579
"51460",1475,1586
"51461",1475,1593
"51462",1475,1597
"51463",1475,1598
"51464",1475,1602
"51465",1475,1606
"51466",1475,1610
"51467",1475,1617
"51468",1475,1627
"51469",1475,1631
"51470",1475,1633
"51471",1475,1635
"51472",1475,1641
"51473",1475,1642
"51474",1475,1670
"51475",1475,1674
"51476",1475,1677
"51477",1475,1679
"51478",1475,1681
"51479",1475,1682
"51480",1475,1686
"51481",1475,1695
"51482",1475,1705
"51483",1475,1707
"51484",1475,1714
"51485",1475,1715
"51486",1475,1716
"51487",1475,1717
"51488",1475,1718
"51489",1475,1720
"51490",1475,1721
"51491",1475,1724
"51492",1475,1736
"51493",1475,1737
"51494",1475,1743
"51495",1475,1744
"51496",1475,1750
"51497",1475,1755
"51498",1475,1768
"51499",1475,1774
"51500",1475,1781
"51501",1475,1785
"51502",1475,1788
"51503",1475,1790
"51504",1475,1794
"51505",1475,1798
"51506",1476,1404
"51507",1476,1407
"51508",1476,1413
"51509",1476,1417
"51510",1476,1419
"51511",1476,1421
"51512",1476,1424
"51513",1476,1427
"51514",1476,1431
"51515",1476,1433
"51516",1476,1442
"51517",1476,1443
"51518",1476,1453
"51519",1476,1459
"51520",1476,1480
"51521",1476,1481
"51522",1476,1489
"51523",1476,1495
"51524",1476,1496
"51525",1476,1497
"51526",1476,1499
"51527",1476,1507
"51528",1476,1509
"51529",1476,1510
"51530",1476,1512
"51531",1476,1516
"51532",1476,1524
"51533",1476,1531
"51534",1476,1544
"51535",1476,1547
"51536",1476,1553
"51537",1476,1555
"51538",1476,1557
"51539",1476,1562
"51540",1476,1563
"51541",1476,1567
"51542",1476,1578
"51543",1476,1586
"51544",1476,1594
"51545",1476,1598
"51546",1476,1601
"51547",1476,1603
"51548",1476,1604
"51549",1476,1609
"51550",1476,1611
"51551",1476,1622
"51552",1476,1625
"51553",1476,1633
"51554",1476,1635
"51555",1476,1640
"51556",1476,1651
"51557",1476,1653
"51558",1476,1664
"51559",1476,1665
"51560",1476,1678
"51561",1476,1685
"51562",1476,1695
"51563",1476,1700
"51564",1476,1709
"51565",1476,1716
"51566",1476,1717
"51567",1476,1723
"51568",1476,1728
"51569",1476,1730
"51570",1476,1734
"51571",1476,1737
"51572",1476,1744
"51573",1476,1747
"51574",1476,1762
"51575",1476,1776
"51576",1476,1778
"51577",1476,1789
"51578",1476,1792
"51579",1476,1798
"51580",1477,967
"51581",1477,1403
"51582",1477,1413
"51583",1477,1416
"51584",1477,1422
"51585",1477,1428
"51586",1477,1437
"51587",1477,1438
"51588",1477,1444
"51589",1477,1452
"51590",1477,1456
"51591",1477,1460
"51592",1477,1466
"51593",1477,1467
"51594",1477,1468
"51595",1477,1486
"51596",1477,1515
"51597",1477,1516
"51598",1477,1520
"51599",1477,1531
"51600",1477,1532
"51601",1477,1536
"51602",1477,1538
"51603",1477,1545
"51604",1477,1547
"51605",1477,1549
"51606",1477,1550
"51607",1477,1552
"51608",1477,1556
"51609",1477,1557
"51610",1477,1558
"51611",1477,1560
"51612",1477,1561
"51613",1477,1566
"51614",1477,1576
"51615",1477,1582
"51616",1477,1586
"51617",1477,1587
"51618",1477,1592
"51619",1477,1607
"51620",1477,1609
"51621",1477,1614
"51622",1477,1619
"51623",1477,1624
"51624",1477,1636
"51625",1477,1638
"51626",1477,1650
"51627",1477,1659
"51628",1477,1661
"51629",1477,1665
"51630",1477,1672
"51631",1477,1674
"51632",1477,1678
"51633",1477,1679
"51634",1477,1692
"51635",1477,1705
"51636",1477,1712
"51637",1477,1716
"51638",1477,1745
"51639",1477,1746
"51640",1477,1747
"51641",1477,1749
"51642",1477,1750
"51643",1477,1757
"51644",1477,1765
"51645",1477,1773
"51646",1477,1784
"51647",1477,1796
"51648",1477,1797
"51649",1477,1799
"51650",1477,1800
"51651",1478,1407
"51652",1478,1410
"51653",1478,1421
"51654",1478,1425
"51655",1478,1434
"51656",1478,1435
"51657",1478,1436
"51658",1478,1441
"51659",1478,1442
"51660",1478,1451
"51661",1478,1454
"51662",1478,1460
"51663",1478,1469
"51664",1478,1482
"51665",1478,1486
"51666",1478,1489
"51667",1478,1492
"51668",1478,1506
"51669",1478,1511
"51670",1478,1517
"51671",1478,1521
"51672",1478,1529
"51673",1478,1538
"51674",1478,1539
"51675",1478,1543
"51676",1478,1545
"51677",1478,1546
"51678",1478,1547
"51679",1478,1553
"51680",1478,1555
"51681",1478,1562
"51682",1478,1565
"51683",1478,1568
"51684",1478,1570
"51685",1478,1584
"51686",1478,1585
"51687",1478,1586
"51688",1478,1593
"51689",1478,1598
"51690",1478,1603
"51691",1478,1609
"51692",1478,1612
"51693",1478,1620
"51694",1478,1621
"51695",1478,1624
"51696",1478,1629
"51697",1478,1630
"51698",1478,1632
"51699",1478,1638
"51700",1478,1653
"51701",1478,1656
"51702",1478,1660
"51703",1478,1667
"51704",1478,1670
"51705",1478,1679
"51706",1478,1690
"51707",1478,1694
"51708",1478,1707
"51709",1478,1722
"51710",1478,1732
"51711",1478,1742
"51712",1478,1746
"51713",1478,1748
"51714",1478,1749
"51715",1478,1752
"51716",1478,1755
"51717",1478,1759
"51718",1478,1763
"51719",1478,1772
"51720",1478,1774
"51721",1478,1788
"51722",1478,1791
"51723",1478,1793
"51724",1478,1796
"51725",1478,1797
"51726",1479,1404
"51727",1479,1407
"51728",1479,1415
"51729",1479,1418
"51730",1479,1421
"51731",1479,1432
"51732",1479,1441
"51733",1479,1446
"51734",1479,1449
"51735",1479,1453
"51736",1479,1454
"51737",1479,1472
"51738",1479,1475
"51739",1479,1482
"51740",1479,1492
"51741",1479,1497
"51742",1479,1500
"51743",1479,1514
"51744",1479,1519
"51745",1479,1521
"51746",1479,1532
"51747",1479,1534
"51748",1479,1541
"51749",1479,1547
"51750",1479,1575
"51751",1479,1576
"51752",1479,1586
"51753",1479,1589
"51754",1479,1598
"51755",1479,1599
"51756",1479,1606
"51757",1479,1608
"51758",1479,1609
"51759",1479,1617
"51760",1479,1619
"51761",1479,1622
"51762",1479,1624
"51763",1479,1627
"51764",1479,1664
"51765",1479,1671
"51766",1479,1672
"51767",1479,1674
"51768",1479,1675
"51769",1479,1684
"51770",1479,1688
"51771",1479,1689
"51772",1479,1697
"51773",1479,1705
"51774",1479,1707
"51775",1479,1713
"51776",1479,1714
"51777",1479,1718
"51778",1479,1724
"51779",1479,1740
"51780",1479,1741
"51781",1479,1742
"51782",1479,1746
"51783",1479,1756
"51784",1479,1770
"51785",1479,1775
"51786",1479,1779
"51787",1479,1780
"51788",1479,1785
"51789",1479,1788
"51790",1479,1796
"51791",1479,1996
"51792",1480,1401
"51793",1480,1406
"51794",1480,1407
"51795",1480,1412
"51796",1480,1421
"51797",1480,1427
"51798",1480,1428
"51799",1480,1432
"51800",1480,1433
"51801",1480,1437
"51802",1480,1439
"51803",1480,1441
"51804",1480,1448
"51805",1480,1461
"51806",1480,1462
"51807",1480,1463
"51808",1480,1464
"51809",1480,1470
"51810",1480,1476
"51811",1480,1489
"51812",1480,1490
"51813",1480,1491
"51814",1480,1493
"51815",1480,1494
"51816",1480,1500
"51817",1480,1502
"51818",1480,1505
"51819",1480,1511
"51820",1480,1514
"51821",1480,1516
"51822",1480,1518
"51823",1480,1521
"51824",1480,1522
"51825",1480,1523
"51826",1480,1529
"51827",1480,1530
"51828",1480,1533
"51829",1480,1544
"51830",1480,1547
"51831",1480,1548
"51832",1480,1554
"51833",1480,1557
"51834",1480,1565
"51835",1480,1569
"51836",1480,1575
"51837",1480,1585
"51838",1480,1586
"51839",1480,1589
"51840",1480,1597
"51841",1480,1599
"51842",1480,1600
"51843",1480,1605
"51844",1480,1606
"51845",1480,1609
"51846",1480,1616
"51847",1480,1620
"51848",1480,1623
"51849",1480,1628
"51850",1480,1633
"51851",1480,1636
"51852",1480,1637
"51853",1480,1648
"51854",1480,1656
"51855",1480,1660
"51856",1480,1665
"51857",1480,1676
"51858",1480,1677
"51859",1480,1702
"51860",1480,1704
"51861",1480,1720
"51862",1480,1724
"51863",1480,1726
"51864",1480,1727
"51865",1480,1734
"51866",1480,1736
"51867",1480,1751
"51868",1480,1757
"51869",1480,1758
"51870",1480,1759
"51871",1480,1762
"51872",1480,1771
"51873",1480,1772
"51874",1480,1773
"51875",1480,1776
"51876",1480,1777
"51877",1480,1780
"51878",1480,1790
"51879",1480,1793
"51880",1480,1795
"51881",1480,1800
"51882",1481,1409
"51883",1481,1416
"51884",1481,1422
"51885",1481,1439
"51886",1481,1444
"51887",1481,1451
"51888",1481,1460
"51889",1481,1470
"51890",1481,1476
"51891",1481,1488
"51892",1481,1493
"51893",1481,1494
"51894",1481,1495
"51895",1481,1496
"51896",1481,1497
"51897",1481,1504
"51898",1481,1507
"51899",1481,1508
"51900",1481,1509
"51901",1481,1512
"51902",1481,1515
"51903",1481,1519
"51904",1481,1520
"51905",1481,1522
"51906",1481,1523
"51907",1481,1532
"51908",1481,1543
"51909",1481,1545
"51910",1481,1549
"51911",1481,1554
"51912",1481,1556
"51913",1481,1557
"51914",1481,1560
"51915",1481,1564
"51916",1481,1566
"51917",1481,1567
"51918",1481,1568
"51919",1481,1597
"51920",1481,1598
"51921",1481,1605
"51922",1481,1610
"51923",1481,1614
"51924",1481,1615
"51925",1481,1629
"51926",1481,1631
"51927",1481,1634
"51928",1481,1639
"51929",1481,1640
"51930",1481,1641
"51931",1481,1648
"51932",1481,1651
"51933",1481,1653
"51934",1481,1654
"51935",1481,1667
"51936",1481,1680
"51937",1481,1687
"51938",1481,1695
"51939",1481,1704
"51940",1481,1705
"51941",1481,1709
"51942",1481,1713
"51943",1481,1716
"51944",1481,1727
"51945",1481,1737
"51946",1481,1738
"51947",1481,1739
"51948",1481,1743
"51949",1481,1748
"51950",1481,1749
"51951",1481,1753
"51952",1481,1754
"51953",1481,1755
"51954",1481,1759
"51955",1481,1771
"51956",1481,1772
"51957",1481,1779
"51958",1481,1783
"51959",1481,1784
"51960",1481,1791
"51961",1481,1792
"51962",1481,1794
"51963",1481,1795
"51964",1482,1407
"51965",1482,1410
"51966",1482,1417
"51967",1482,1420
"51968",1482,1423
"51969",1482,1433
"51970",1482,1439
"51971",1482,1447
"51972",1482,1452
"51973",1482,1453
"51974",1482,1464
"51975",1482,1469
"51976",1482,1475
"51977",1482,1478
"51978",1482,1479
"51979",1482,1505
"51980",1482,1506
"51981",1482,1508
"51982",1482,1515
"51983",1482,1518
"51984",1482,1532
"51985",1482,1533
"51986",1482,1538
"51987",1482,1547
"51988",1482,1558
"51989",1482,1560
"51990",1482,1566
"51991",1482,1573
"51992",1482,1575
"51993",1482,1584
"51994",1482,1586
"51995",1482,1590
"51996",1482,1600
"51997",1482,1621
"51998",1482,1628
"51999",1482,1635
"52000",1482,1637
"52001",1482,1641
"52002",1482,1643
"52003",1482,1644
"52004",1482,1649
"52005",1482,1654
"52006",1482,1657
"52007",1482,1666
"52008",1482,1669
"52009",1482,1670
"52010",1482,1690
"52011",1482,1691
"52012",1482,1694
"52013",1482,1710
"52014",1482,1711
"52015",1482,1713
"52016",1482,1714
"52017",1482,1715
"52018",1482,1722
"52019",1482,1723
"52020",1482,1725
"52021",1482,1740
"52022",1482,1741
"52023",1482,1751
"52024",1482,1752
"52025",1482,1756
"52026",1482,1758
"52027",1482,1759
"52028",1482,1760
"52029",1482,1770
"52030",1482,1772
"52031",1482,1774
"52032",1482,1775
"52033",1482,1780
"52034",1482,1782
"52035",1482,1783
"52036",1482,1787
"52037",1482,1789
"52038",1482,1797
"52039",1482,1798
"52040",1482,1799
"52041",1483,1412
"52042",1483,1417
"52043",1483,1423
"52044",1483,1425
"52045",1483,1426
"52046",1483,1446
"52047",1483,1452
"52048",1483,1456
"52049",1483,1459
"52050",1483,1462
"52051",1483,1471
"52052",1483,1472
"52053",1483,1484
"52054",1483,1495
"52055",1483,1504
"52056",1483,1509
"52057",1483,1513
"52058",1483,1526
"52059",1483,1539
"52060",1483,1542
"52061",1483,1543
"52062",1483,1544
"52063",1483,1545
"52064",1483,1554
"52065",1483,1569
"52066",1483,1572
"52067",1483,1574
"52068",1483,1575
"52069",1483,1581
"52070",1483,1587
"52071",1483,1599
"52072",1483,1602
"52073",1483,1605
"52074",1483,1609
"52075",1483,1623
"52076",1483,1627
"52077",1483,1628
"52078",1483,1630
"52079",1483,1632
"52080",1483,1639
"52081",1483,1646
"52082",1483,1654
"52083",1483,1658
"52084",1483,1659
"52085",1483,1660
"52086",1483,1661
"52087",1483,1663
"52088",1483,1673
"52089",1483,1674
"52090",1483,1679
"52091",1483,1685
"52092",1483,1686
"52093",1483,1687
"52094",1483,1692
"52095",1483,1698
"52096",1483,1704
"52097",1483,1711
"52098",1483,1718
"52099",1483,1720
"52100",1483,1721
"52101",1483,1727
"52102",1483,1735
"52103",1483,1737
"52104",1483,1746
"52105",1483,1747
"52106",1483,1762
"52107",1483,1763
"52108",1483,1767
"52109",1483,1768
"52110",1483,1774
"52111",1483,1777
"52112",1483,1779
"52113",1483,1783
"52114",1484,1401
"52115",1484,1409
"52116",1484,1410
"52117",1484,1412
"52118",1484,1414
"52119",1484,1422
"52120",1484,1423
"52121",1484,1424
"52122",1484,1433
"52123",1484,1452
"52124",1484,1454
"52125",1484,1472
"52126",1484,1483
"52127",1484,1486
"52128",1484,1489
"52129",1484,1492
"52130",1484,1499
"52131",1484,1503
"52132",1484,1505
"52133",1484,1512
"52134",1484,1513
